32 10 1
0.282626 0.0322675 0.00993113 -0.287638 -0.211924 0.143354 0.459555 0.334106 -0.0794629 0.386092 0.00318171 0.10994 -0.208208 -0.178396 -0.26854 0.254243 0.0231278 0.15052 -0.221659 -0.238754 0.416473 -0.370605 0.229358 -0.0142469 0.427109 0.0275755 -0.0337823 -0.183285 0.285259 -0.322991 -0.267635 -0.327018 0.301522
0.360914 -0.521413 0.0313642 -0.554614 -0.264456 -0.312322 0.0712616 0.00808482 -0.216388 -0.0137117 0.516446 0.676642 -0.525366 -0.492739 -0.2227 -0.229646 -0.164657 0.307563 0.136973 0.381689 0.254858 -0.220863 -0.0863027 -0.166609 0.215741 -0.636782 -0.412479 -0.430142 -0.184474 -0.587418 0.483265 0.544051 -0.365932
0.562351 0.407897 0.103758 -0.261068 0.0956682 0.283286 0.0621576 -0.102661 -0.469352 0.514597 0.117903 0.110985 -0.641965 -0.495379 -0.203283 -0.0835529 -0.614537 -0.278021 0.0394532 -0.267801 0.840955 -0.702925 -0.344503 0.621045 -0.43355 -0.28989 -0.223469 -0.245559 -0.0917953 -0.548831 -0.0447309 0.229491 0.164896
0.125291 0.059614 0.0881413 -0.492333 -0.0695777 -0.129153 0.00973967 0.309631 -0.24038 -0.122867 -0.271737 0.252586 -0.121246 -0.506798 0.28301 0.317975 0.330885 -0.1615 0.0601465 -0.512227 0.164688 0.0377285 -0.462087 0.456975 0.377533 -0.290051 -0.250262 0.460912 0.435521 0.0430028 0.31977 -0.209026 -0.351335
-0.492575 -0.223404 -0.0171586 0.127807 0.310798 -0.160923 -0.400611 -0.361521 -0.0830238 0.0963006 0.0910279 0.0800973 0.119244 -0.0974538 0.0820182 0.336128 -0.405435 0.0971786 -0.0187776 0.168884 0.136966 -0.045462 0.00433512 0.452602 0.136192 -0.121618 0.339898 -0.254916 -0.294679 -0.476341 -0.0525931 0.072062 -0.187772
-0.406859 0.206786 -0.700996 -0.0932363 -0.122563 -0.749694 0.132591 -0.144529 0.741191 -0.453821 -0.285951 -0.496276 0.78408 0.414553 -0.0365099 -0.341431 0.0640149 0.144573 0.0562527 0.165065 -0.339152 -0.101206 -0.0828335 0.0753189 0.522014 0.153587 0.356466 0.328995 0.153598 0.240675 -0.307356 -0.149782 0.574298
-0.600749 -0.609373 -0.204415 0.0821249 0.15173 -0.080402 0.0897783 0.445857 -0.439964 0.222927 0.163916 0.0975523 -0.386492 -0.286157 0.124949 0.406748 -0.0951284 -0.44412 -0.174059 -0.0571691 -0.434329 -0.396192 -0.0426667 -0.0435674 0.439771 -0.104001 -0.178482 -0.00581423 0.0845292 -0.412112 -0.178509 -0.52325 -0.392011
-0.607696 0.317869 0.256968 0.173551 -0.111115 0.164372 0.287179 -0.415356 0.0302749 -0.197046 -0.793205 0.0114907 -0.18107 -0.221409 0.424895 -0.374365 0.249385 -0.0208123 -0.0356523 -0.190478 0.0501189 0.473193 0.248097 -0.509577 -0.270191 0.545213 0.241407 -0.249533 -0.292579 0.371186 -0.228989 0.0319294 0.319893
-0.894628 -0.337126 0.263568 0.111216 -0.014431 0.218569 -0.103547 0.159573 0.873773 -0.204347 -0.236349 -0.155927 0.647062 0.457937 0.188413 -0.42695 0.0724622 -0.561886 0.512079 0.561821 -0.404457 -0.287812 0.597412 -0.303038 0.227334 -0.268568 0.0785654 -0.021859 -0.206666 -0.00635764 -0.449864 -0.355181 0.786701
0.357494 -0.346329 0.0599879 -0.199873 -0.225721 -0.350866 0.311884 0.0554481 -0.00221905 0.366317 0.999554 0.441997 -0.765735 -0.487611 -0.292891 0.00401386 -0.808791 0.0380209 -0.0733942 0.0713657 -0.0544993 -0.25504 -0.228519 0.165237 0.273435 -0.239312 0.590988 -0.0207634 0.0697923 -0.347228 -0.0849695 0.120886 -0.411013
0.632366 2.62811 4.09015 -2.7529 -0.114375 -5.08707 -1.84168 -3.12073 -3.58528 6.39719 -1.81134
