0 -8.739843 -0.675517 -9.951658 -2.107675 5.648329 -8.702248 5.061909 7.882465 3.758135 -0.637820 -1.083024 0.491483 0.527342 2.300509 -2.571612 -3.526486 0.690095 -0.863121 0.864235 -4.113213 -0.643322 0.928297 -1.124693 1.001065 1.323085 0.342274 -1.132792 0.738098 0.798226 0.062461 -0.352756 -0.100098
0 4.277295 0.402140 1.526465 0.196664 -0.724342 0.185220 -0.024179 -0.054637 0.182252 -0.483403 -0.395789 -0.222638 -0.386691 -0.224083 -0.361357 -0.048938 -0.098869 -0.266360 -0.506190 -0.365165 0.256120 -0.163442 0.149104 -0.029225 0.072374 -0.441046 -0.418096 -0.044902 -0.168099 0.281223 0.304544 0.023517
1 3.501615 0.676094 1.777167 -1.465743 -2.233937 0.347902 0.637837 -0.514816 1.427806 -0.955499 0.071149 -0.199774 -1.145499 -0.075170 0.007087 -0.041958 -0.721709 -0.314067 -0.351326 -0.450798 0.742105 0.267257 -0.415455 0.407131 -0.102574 0.840124 0.228254 0.106884 0.015902 0.302388 -0.339880 -0.249088
1 4.851378 -3.385115 -1.857219 1.402973 -0.001243 0.370307 -0.482008 -1.377795 -1.105947 -0.565057 -0.242756 1.140822 0.749768 1.807522 -0.222082 0.007146 -1.345295 0.654617 1.502475 0.490670 -0.226094 0.367261 -0.554828 0.317953 -0.095252 1.156134 0.486057 0.392436 0.218708 -0.075324 0.479068 0.145728
1 -21.723185 4.619581 -2.240941 -1.116746 11.143859 9.132258 -4.671823 -1.015889 4.963601 -8.370501 -1.626179 -0.665258 -5.557536 4.984175 0.212931 0.002917 5.290824 2.601037 -1.524514 1.844891 -0.075797 -0.666632 -0.625542 1.621890 -0.134459 -0.021671 0.821892 0.256121 0.129829 0.036526 0.710584 -0.405437
0 -6.947982 3.575873 1.229321 1.124972 -1.360566 -0.241385 -0.943553 0.856275 1.271192 1.323686 -0.349100 -0.631623 0.620271 -0.434225 -0.365045 -0.236210 0.215866 -0.390295 -0.321937 -0.213602 -0.321160 -0.137949 -0.063525 -0.366508 -0.033316 0.607396 0.385463 0.018864 -0.001947 -0.124155 -0.076546 -0.165243
0 0.662269 -2.522154 2.247915 0.925945 0.340561 -0.275306 -0.851943 0.198141 0.460563 0.762611 -1.287051 -0.223422 0.350146 -0.204167 0.362197 -0.799177 0.377179 -1.367234 -0.420243 -0.098087 -0.192082 -0.761509 0.125413 0.106338 -0.292782 -0.403556 -0.190909 -0.012738 0.205072 -0.475613 -0.144833 0.164268
1 17.059172 9.722197 -0.353972 -10.647665 -3.607850 7.895458 0.773557 -0.486104 2.610255 -2.119133 0.395966 -0.441310 -3.974395 -2.002054 -4.068000 0.554965 -0.843993 -2.543170 5.722402 -2.276185 -0.423544 -0.684351 -1.300145 -0.049272 0.759086 -0.541975 1.285867 0.143930 0.132578 -0.711225 -1.798320 -0.045114
0 -1.713483 1.643456 1.663584 0.686978 -1.495871 -0.522557 -0.169207 -0.631962 0.987309 0.507570 1.061022 -0.333633 -0.113516 0.179806 -0.800283 0.007491 0.171524 0.193204 -0.096824 -0.395388 0.343257 0.539803 0.055295 0.289462 -0.478146 0.092392 -0.075460 -0.040939 -0.081989 0.245351 0.042967 0.299400
1 -2.440898 2.656713 1.403719 1.317844 0.899149 0.328846 0.577969 0.582884 1.136088 1.596278 1.926116 0.398727 0.101866 0.233700 1.241963 0.296236 0.312472 0.482427 0.635394 -0.509485 0.642617 -0.155319 0.338551 0.280461 0.126054 0.229042 0.126467 -0.008014 -0.205409 -0.073167 0.182427 0.104740
0 -28.658230 8.293901 -4.512786 -1.418992 14.027080 12.596849 -9.242504 -2.672061 4.982735 -14.689512 -7.162724 -1.320854 -8.581816 8.967646 2.486782 0.184793 10.216776 2.972316 -1.970957 0.803847 -0.650519 -0.226427 -1.721628 3.018932 -1.437636 -1.290710 0.366342 0.980778 0.397998 0.620758 0.488173 -0.362607
1 4.172424 -3.797269 0.145439 1.304523 0.190857 -1.628123 -0.863442 -0.789442 -0.308962 -1.221507 -1.357796 0.770107 0.402886 1.106485 0.695356 -0.450084 -1.241645 -0.134901 0.791320 0.372111 0.488449 -0.219524 -0.924528 0.342865 -0.570975 0.625826 0.418692 -0.019228 -0.169921 0.139406 -0.054778 0.338413
0 -22.693080 4.567277 -28.021125 -4.202666 6.464829 3.656596 -10.934450 -10.479167 -1.614662 1.507961 -1.349522 0.994105 0.527654 -1.028702 0.067362 3.453802 -2.252678 -5.054424 -5.354322 -4.989200 5.976653 -2.057224 0.806260 -0.920923 -0.266724 0.910987 -0.955108 0.381138 0.306195 -0.039576 0.002366 -0.114419
0 3.728527 -1.711009 1.903363 1.287643 -0.715794 -0.530531 -0.597297 -0.772952 0.122826 -0.659217 -1.163171 -0.141055 -0.275386 0.345018 0.389543 -0.384210 -0.642453 0.151281 -0.130551 -0.569603 0.563619 -0.024081 -0.008022 0.144267 -0.102282 0.262689 0.047883 0.115030 -0.249303 -0.338865 -0.048178 -0.118300
0 5.322379 1.204178 1.323025 0.049592 -0.720950 0.054251 -0.471424 -0.149089 0.080515 -0.254860 -0.407397 -0.288804 -0.029503 0.269768 -0.119255 -0.378063 -0.009363 -0.223630 -0.414591 -0.382499 0.098572 -0.288142 0.090537 -0.030073 -0.285856 0.080202 -0.243922 -0.139005 -0.128673 0.186196 0.370627 0.069466
0 -11.897513 6.637250 0.074255 2.333285 0.735366 0.723877 -0.228412 0.579710 -0.219028 0.976982 -0.001272 0.870951 1.361595 0.653810 1.732593 -1.489755 -1.647678 0.405988 1.531783 -0.128194 1.282216 -0.294367 1.389434 1.111843 -0.569018 -0.282176 0.846681 -0.455054 -0.740169 -0.240107 0.114752 -0.915229
1 -0.603618 -2.330446 -3.414137 -0.299136 -0.250636 -2.455910 0.610972 -3.335712 1.007393 0.720600 0.925632 -0.409133 -0.952644 -0.620045 0.744274 2.244481 -0.396374 0.858249 1.026758 0.498208 -0.632707 0.138507 -0.232182 0.268175 0.025994 0.029194 -0.187685 -0.016560 0.197415 -0.173283 0.137668 -0.370257
1 -10.886571 -8.255719 -3.169236 -6.831621 -2.989272 -1.168457 -5.829904 -1.003570 -5.344011 -4.077510 10.053935 4.602603 -0.603671 -0.650755 -0.568342 -2.792325 0.131166 -1.822235 0.844109 0.419448 -1.061609 0.139337 2.406467 -0.225282 -0.577946 0.425989 0.347473 1.619880 -0.375878 0.129524 -0.290743 -0.436754
